Chromosome;chromStart;chromEnd;Name;Location;Stain
chr4H;15000000;17700000;p15.32;prom;gneg
chr4H;17700000;21300000;p15.31;splice;gpos75
chr4H;21300000;27700000;p15.2;prom;gneg
chr4H;27700000;35800000;p15.1;utr3;gpos100
chr4H;35800000;41200000;p14;prom;gneg
chr4H;41200000;44600000;p13;codon;gpos50
chr4H;44600000;48200000;p12;prom;gneg
chr4H;48200000;50000000;p11;acen;acen
chr4H;50000000;51800000;q11;acen;acen
chr4H;51800000;58500000;q12;prom;gneg
chr4H;58500000;65500000;q13.1;utr3;gpos100
chr4H;65500000;69400000;q13.2;prom;gneg
chr4H;69400000;75300000;q13.3;splice;gpos75
chr4H;75300000;78000000;q21.1;prom;gneg
chr4H;78000000;81500000;q21.21;codon;gpos50
chr4H;81500000;83200000;q21.22;prom;gneg
chr4H;83200000;86000000;q21.23;intron;gpos25
chr4H;86000000;87100000;q21.3;prom;gneg
chr4H;87100000;92800000;q22.1;splice;gpos75
chr4H;92800000;94200000;q22.2;prom;gneg
chr4H;94200000;97900000;q22.3;splice;gpos75
chr4H;97900000;100100000;q23;prom;gneg
chr4H;100100000;106700000;q24;codon;gpos50
chr4H;106700000;113200000;q25;prom;gneg
chr4H;113200000;119900000;q26;splice;gpos75
chr4H;119900000;122800000;q27;prom;gneg
chr4H;122800000;127900000;q28.1;codon;gpos50
chr4H;127900000;130100000;q28.2;prom;gneg
chr4H;130100000;138500000;q28.3;utr3;gpos100
chr4H;138500000;140600000;q31.1;prom;gneg
chr4H;140600000;145900000;q31.21;intron;gpos25
chr4H;145900000;147500000;q31.22;prom;gneg
chr4H;147500000;150200000;q31.23;intron;gpos25
chr4H;150200000;154600000;q31.3;prom;gneg
chr4H;154600000;160800000;q32.1;utr3;gpos100
chr4H;160800000;163600000;q32.2;prom;gneg
chr4H;163600000;169200000;q32.3;utr3;gpos100
chr4H;169200000;171000000;q33;prom;gneg
chr4H;171000000;175400000;q34.1;splice;gpos75
chr4H;175400000;176600000;q34.2;prom;gneg
chr4H;176600000;182300000;q34.3;utr3;gpos100
chr4H;182300000;186200000;q35.1;prom;gneg
chr4H;186200000;190214555;q35.2;intron;gpos25
chr5H;0;4400000;p15.33;prom;gneg
chr5H;4400000;6300000;p15.32;intron;gpos25
chr5H;6300000;9900000;p15.31;prom;gneg
chr5H;9900000;15000000;p15.2;codon;gpos50
chr5H;15000000;18400000;p15.1;prom;gneg
chr5H;18400000;23300000;p14.3;utr3;gpos100
chr5H;23300000;24600000;p14.2;prom;gneg
chr5H;24600000;28900000;p14.1;utr3;gpos100
chr5H;28900000;33800000;p13.3;prom;gneg
chr5H;33800000;38400000;p13.2;intron;gpos25
chr5H;38400000;42500000;p13.1;prom;gneg
chr5H;42500000;46100000;p12;codon;gpos50
chr5H;46100000;48800000;p11;acen;acen
chr5H;48800000;51400000;q11.1;acen;acen
chr5H;51400000;59600000;q11.2;prom;gneg
chr5H;59600000;63600000;q12.1;splice;gpos75
chr5H;63600000;63900000;q12.2;prom;gneg
chr5H;63900000;67400000;q12.3;splice;gpos75
chr5H;67400000;69100000;q13.1;prom;gneg
chr5H;69100000;74000000;q13.2;codon;gpos50
chr5H;74000000;77600000;q13.3;prom;gneg
chr5H;77600000;82100000;q14.1;codon;gpos50
chr5H;82100000;83500000;q14.2;prom;gneg
chr5H;83500000;93000000;q14.3;utr3;gpos100
chr5H;93000000;98900000;q15;prom;gneg
chr5H;98900000;103400000;q21.1;utr3;gpos100
chr5H;103400000;105100000;q21.2;prom;gneg
chr5H;105100000;110200000;q21.3;utr3;gpos100
chr5H;110200000;112200000;q22.1;prom;gneg
chr5H;112200000;113800000;q22.2;codon;gpos50
chr5H;113800000;115900000;q22.3;prom;gneg
chr5H;115900000;122100000;q23.1;utr3;gpos100
chr5H;122100000;127900000;q23.2;prom;gneg
chr5H;127900000;131200000;q23.3;utr3;gpos100
chr5H;131200000;136900000;q31.1;prom;gneg
chr5H;136900000;140100000;q31.2;intron;gpos25
chr5H;140100000;145100000;q31.3;prom;gneg
chr5H;145100000;150400000;q32;splice;gpos75
chr5H;150400000;153300000;q33.1;prom;gneg
chr5H;153300000;156300000;q33.2;codon;gpos50
chr5H;156300000;160500000;q33.3;prom;gneg
chr5H;160500000;169000000;q34;utr3;gpos100
chr5H;169000000;173300000;q35.1;prom;gneg
chr5H;173300000;177100000;q35.2;intron;gpos25
chr5H;177100000;181538259;q35.3;prom;gneg
chr6H;0;2300000;p25.3;prom;gneg
chr6H;2300000;4200000;p25.2;intron;gpos25
chr6H;4200000;7100000;p25.1;prom;gneg
chr6H;7100000;10600000;p24.3;codon;gpos50
chr6H;10600000;11600000;p24.2;prom;gneg
chr6H;11600000;13400000;p24.1;intron;gpos25
chr6H;13400000;15200000;p23;prom;gneg
chr6H;15200000;25200000;p22.3;splice;gpos75
chr6H;25200000;27100000;p22.2;prom;gneg
chr6H;27100000;30500000;p22.1;codon;gpos50
chr6H;30500000;32100000;p21.33;prom;gneg
chr6H;32100000;33500000;p21.32;intron;gpos25
chr6H;33500000;36600000;p21.31;prom;gneg
chr6H;36600000;40500000;p21.2;intron;gpos25
chr6H;40500000;46200000;p21.1;prom;gneg
chr6H;46200000;51800000;p12.3;utr3;gpos100
chr6H;51800000;53000000;p12.2;prom;gneg
chr6H;53000000;57200000;p12.1;utr3;gpos100
chr6H;57200000;58500000;p11.2;prom;gneg
chr6H;58500000;59800000;p11.1;acen;acen
chr6H;59800000;62600000;q11.1;acen;acen
chr6H;62600000;62700000;q11.2;prom;gneg
chr6H;62700000;69200000;q12;utr3;gpos100
chr6H;69200000;75200000;q13;prom;gneg
chr6H;75200000;83200000;q14.1;codon;gpos50
chr6H;83200000;84200000;q14.2;prom;gneg
chr6H;84200000;87300000;q14.3;codon;gpos50
chr6H;87300000;92500000;q15;prom;gneg
chr6H;92500000;98900000;q16.1;utr3;gpos100
chr6H;98900000;100000000;q16.2;prom;gneg
chr6H;100000000;105000000;q16.3;utr3;gpos100
chr6H;105000000;114200000;q21;prom;gneg
chr6H;114200000;117900000;q22.1;splice;gpos75
chr6H;117900000;118100000;q22.2;prom;gneg
chr6H;118100000;125800000;q22.31;utr3;gpos100
chr6H;125800000;126800000;q22.32;prom;gneg
chr6H;126800000;130000000;q22.33;splice;gpos75
chr6H;130000000;130900000;q23.1;prom;gneg
chr6H;130900000;134700000;q23.2;codon;gpos50
chr6H;134700000;138300000;q23.3;prom;gneg
chr6H;138300000;142200000;q24.1;splice;gpos75
chr6H;142200000;145100000;q24.2;prom;gneg
chr6H;145100000;148500000;q24.3;splice;gpos75
chr6H;148500000;152100000;q25.1;prom;gneg
chr6H;152100000;155200000;q25.2;codon;gpos50
chr6H;155200000;160600000;q25.3;prom;gneg
chr6H;160600000;164100000;q26;codon;gpos50
chr6H;164100000;170805979;q27;prom;gneg
chr7H;0;2800000;p22.3;prom;gneg
chr7H;2800000;4500000;p22.2;intron;gpos25
chr7H;4500000;7200000;p22.1;prom;gneg
chr7H;7200000;13700000;p21.3;utr3;gpos100
chr7H;13700000;16500000;p21.2;prom;gneg
chr7H;16500000;20900000;p21.1;utr3;gpos100
chr7H;20900000;25500000;p15.3;prom;gneg
chr7H;25500000;27900000;p15.2;codon;gpos50
chr7H;27900000;28800000;p15.1;prom;gneg
chr7H;28800000;34900000;p14.3;splice;gpos75
chr7H;34900000;37100000;p14.2;prom;gneg
chr7H;37100000;43300000;p14.1;splice;gpos75
chr7H;43300000;45400000;p13;prom;gneg
chr7H;45400000;49000000;p12.3;splice;gpos75
chr7H;49000000;50500000;p12.2;prom;gneg
chr7H;50500000;53900000;p12.1;splice;gpos75
chr7H;53900000;58100000;p11.2;prom;gneg
chr7H;58100000;60100000;p11.1;acen;acen
chr7H;60100000;62100000;q11.1;acen;acen
chr7H;62100000;67500000;q11.21;prom;gneg
chr7H;67500000;72700000;q11.22;codon;gpos50
chr7H;72700000;77900000;q11.23;prom;gneg
chr7H;77900000;86700000;q21.11;utr3;gpos100
chr7H;86700000;88500000;q21.12;prom;gneg
chr7H;88500000;91500000;q21.13;splice;gpos75
chr7H;91500000;93300000;q21.2;prom;gneg
chr7H;93300000;98400000;q21.3;splice;gpos75
chr7H;98400000;104200000;q22.1;prom;gneg
chr7H;104200000;104900000;q22.2;codon;gpos50
chr7H;104900000;107800000;q22.3;prom;gneg
chr7H;107800000;115000000;q31.1;splice;gpos75
chr7H;115000000;117700000;q31.2;prom;gneg
chr7H;117700000;121400000;q31.31;splice;gpos75
chr7H;121400000;124100000;q31.32;prom;gneg
chr7H;124100000;127500000;q31.33;splice;gpos75
chr7H;127500000;129600000;q32.1;prom;gneg
chr7H;129600000;130800000;q32.2;intron;gpos25
chr7H;130800000;132900000;q32.3;prom;gneg
chr7H;132900000;138500000;q33;codon;gpos50
chr7H;138500000;143400000;q34;prom;gneg
chr7H;143400000;148200000;q35;splice;gpos75
chr7H;148200000;152800000;q36.1;prom;gneg
chr7H;152800000;155200000;q36.2;intron;gpos25
chr7H;155200000;159345973;q36.3;prom;gneg

